	rho	fdr	rank	percentile
GO_0014020|primary neural tube formation	0.041345158809578106	2.1622556463418814e-18	4061	0.5115898211136306
BIOCARTA_SPRY_PATHWAY	0.0413511513369629	2.1330007075176645e-18	4062	0.5117157974300831
REACTOME_PYRIMIDINE_METABOLISM	0.04143190268139068	1.774958259056846e-18	4063	0.5118417737465356
HEDENFALK_BREAST_CANCER_BRCA1_VS_BRCA2	0.041448359753647204	1.7096436599524796e-18	4064	0.5119677500629881
SABATES_COLORECTAL_ADENOMA_SIZE_DN	0.04148722848198681	1.5646739046155308e-18	4065	0.5120937263794406
REACTOME_KINESINS	0.04148812359835268	1.5614828440526918e-18	4066	0.5122197026958931
GO_0042953|lipoprotein transport	0.041499274076107096	1.5222674845767542e-18	4067	0.5123456790123457
PID_P38_MKK3_6PATHWAY	0.041602748212638575	1.2018351019217824e-18	4068	0.5124716553287982
LEF1_UP.V1_UP	0.04164396596247118	1.093671721431907e-18	4069	0.5125976316452507
OLSSON_E2F3_TARGETS_DN	0.041967999612579035	5.194059328320612e-19	4070	0.5127236079617032
CAFFAREL_RESPONSE_TO_THC_8HR_3_DN	0.04201784583986642	4.629589058624648e-19	4071	0.5128495842781557
GO_0045620|negative regulation of lymphocyte differentiation	0.04204897476789943	4.308341137185848e-19	4072	0.5129755605946082
GAL_LEUKEMIC_STEM_CELL_DN	0.04219957657795363	3.040090688623708e-19	4073	0.5131015369110608
THUM_SYSTOLIC_HEART_FAILURE_UP	0.042207192088734836	2.9868631744858155e-19	4074	0.5132275132275133
JI_RESPONSE_TO_FSH_UP	0.04242960477677815	1.780636029183371e-19	4075	0.5133534895439658
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	0.042465444518731084	1.6378260933329123e-19	4076	0.5134794658604183
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.042473333732166677	1.607946461607703e-19	4077	0.5136054421768708
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	0.04257363675932389	1.2719817147479054e-19	4078	0.5137314184933233
CHICAS_RB1_TARGETS_LOW_SERUM	0.04266327271892915	1.0311348729774936e-19	4079	0.5138573948097758
PID_SYNDECAN_1_PATHWAY	0.04268586201876034	9.779371956903454e-20	4080	0.5139833711262283
DASU_IL6_SIGNALING_DN	0.04269861671822604	9.491099541246451e-20	4081	0.5141093474426808
GO_0033344|cholesterol efflux	0.04279197475353871	7.622323489258996e-20	4082	0.5142353237591333
PDGF_UP.V1_UP	0.042792128178352484	7.619574291664994e-20	4083	0.5143613000755858
MARSHALL_VIRAL_INFECTION_RESPONSE_UP	0.0428792287143983	6.207254108596325e-20	4084	0.5144872763920383
HOLLEMAN_DAUNORUBICIN_ALL_DN	0.042890713510534	6.04152892710096e-20	4085	0.5146132527084908
GO_0048753|pigment granule organization	0.04290072810663883	5.900599733112638e-20	4086	0.5147392290249433
HOLLEMAN_DAUNORUBICIN_B_ALL_UP	0.04295419805311734	5.2014652864833014e-20	4087	0.5148652053413958
IRITANI_MAD1_TARGETS_DN	0.043007364649935244	4.5877461270736806e-20	4088	0.5149911816578483
STAMBOLSKY_BOUND_BY_MUTATED_TP53	0.04311865412686813	3.5257268408834283e-20	4089	0.5151171579743008
KIM_PTEN_TARGETS_DN	0.04314189077340949	3.336845655271907e-20	4090	0.5152431342907533
FARMER_BREAST_CANCER_CLUSTER_5	0.043195720948064995	2.936915259046384e-20	4091	0.5153691106072058
ITO_PTTG1_TARGETS_UP	0.04326577950308802	2.486735605298655e-20	4092	0.5154950869236583
MORI_PLASMA_CELL_DN	0.04331817335266858	2.1953949458212207e-20	4093	0.5156210632401108
GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	0.043323875773405206	2.165802287558775e-20	4094	0.5157470395565633
BIOCARTA_TALL1_PATHWAY	0.04334623003258429	2.0535569091883195e-20	4095	0.5158730158730159
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.04335681744161209	2.0024252998040973e-20	4096	0.5159989921894684
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	0.04348765582998088	1.4655965749099685e-20	4097	0.5161249685059209
GO_0001909|leukocyte mediated cytotoxicity	0.04350632314682292	1.4016618656341587e-20	4098	0.5162509448223734
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	0.04353283984183157	1.3155660221971238e-20	4099	0.5163769211388259
HUANG_FOXA2_TARGETS_UP	0.04370577267857722	8.692847049978174e-21	4100	0.5165028974552784
GO_0032369|negative regulation of lipid transport	0.04375773127922986	7.67286524862436e-21	4101	0.516628873771731
WONG_ENDMETRIUM_CANCER_DN	0.04397918675065234	4.500058384186254e-21	4102	0.5167548500881834
GO_0006110|regulation of glycolysis	0.04401447563813163	4.132225460239597e-21	4103	0.516880826404636
GO_REGULATION_OF_CHOLESTEROL_TRANSPORT	0.044032295896831344	3.957959112416284e-21	4104	0.5170068027210885
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	0.04403874902924778	3.8966657435702046e-21	4105	0.517132779037541
BIOCARTA_EIF2_PATHWAY	0.044068441817029104	3.626538110629914e-21	4106	0.5172587553539935
PID_IL2_1PATHWAY	0.044117071350660224	3.2236508799779208e-21	4107	0.517384731670446
GO_0008633|activation of pro-apoptotic gene products	0.04415372275998934	2.949609626086048e-21	4108	0.5175107079868985
TBK1.DF_UP	0.044184335623936345	2.7385062404603388e-21	4109	0.517636684303351
PID_INTEGRIN1_PATHWAY	0.04419151955485953	2.6911768292789377e-21	4110	0.5177626606198035
GO_0008211|glucocorticoid metabolic process	0.044371090180648026	1.73895988979525e-21	4111	0.517888636936256
PID_HEDGEHOG_2PATHWAY	0.044402581309578866	1.6104683866359172e-21	4112	0.5180146132527085
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP	0.04444227810567531	1.4618232727831121e-21	4113	0.518140589569161
PENG_GLUCOSE_DEPRIVATION_DN	0.04448502837133957	1.3169250246958263e-21	4114	0.5182665658856135
GO_0002763|positive regulation of myeloid leukocyte differentiation	0.04450943515105552	1.2406806364287278e-21	4115	0.518392542202066
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	0.04455690622094189	1.1046951995058257e-21	4116	0.5185185185185185
BUSA_SAM68_TARGETS_UP	0.04461704992015175	9.534317493447311e-22	4117	0.518644494834971
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.04471671090238504	7.466711401114332e-22	4118	0.5187704711514235
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.04481638447146602	5.844159126878972e-22	4119	0.518896447467876
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	0.044915472759327175	4.5783381409646345e-22	4120	0.5190224237843285
GO_0030890|positive regulation of B cell proliferation	0.0449692830277568	4.0090335688310405e-22	4121	0.519148400100781
IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN	0.04517181072884195	2.4287406162965456e-22	4122	0.5192743764172335
VANDESLUIS_COMMD1_TARGETS_GROUP_3_DN	0.04518972156145495	2.3231953783348367e-22	4123	0.5194003527336861
CAFFAREL_RESPONSE_TO_THC_24HR_3_UP	0.04524773259302224	2.0115852256591991e-22	4124	0.5195263290501386
GO_0006469|negative regulation of protein kinase activity	0.045425952150956725	1.290884437520838e-22	4125	0.5196523053665911
BENPORATH_SUZ12_TARGETS	0.045452180152374025	1.2091284214045993e-22	4126	0.5197782816830436
GO_0046467|membrane lipid biosynthetic process	0.04546002416274404	1.1856901934793099e-22	4127	0.5199042579994961
PEDRIOLI_MIR31_TARGETS_DN	0.04558471287790696	8.682430445927863e-23	4128	0.5200302343159486
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.045601240677493625	8.330585576492045e-23	4129	0.5201562106324011
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.0456220063698317	7.908498338481434e-23	4130	0.5202821869488536
PID_PI3K_PLC_TRK_PATHWAY	0.04562616463046516	7.8265603342956e-23	4131	0.5204081632653061
CHENG_RESPONSE_TO_NICKEL_ACETATE	0.045673037927352986	6.959163026456344e-23	4132	0.5205341395817586
THILLAINADESAN_ZNF217_TARGETS_DN	0.04568481033706059	6.756729621868048e-23	4133	0.5206601158982112
MATTIOLI_MGUS_VS_PCL	0.045686082613600444	6.7352047359202e-23	4134	0.5207860922146637
PID_REG_GR_PATHWAY	0.04569603283194457	6.569191246113377e-23	4135	0.5209120685311162
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3	0.045783585914372815	5.272769389179003e-23	4136	0.5210380448475687
TOMIDA_METASTASIS_UP	0.0458679540692934	4.2644985763176474e-23	4137	0.5211640211640212
GO_0042517|positive regulation of tyrosine phosphorylation of Stat3 protein	0.04588943743480399	4.039903483820404e-23	4138	0.5212899974804737
GO_0021885|forebrain cell migration	0.045896453788979934	3.969123795461123e-23	4139	0.5214159737969262
BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP	0.04591559908156337	3.782183202350985e-23	4140	0.5215419501133787
GO_0008654|phospholipid biosynthetic process	0.04592772807276112	3.6682967528415963e-23	4141	0.5216679264298312
WEINMANN_ADAPTATION_TO_HYPOXIA_UP	0.045958983550354965	3.390251038390058e-23	4142	0.5217939027462837
BASSO_CD40_SIGNALING_DN	0.04601944733636366	2.910338724145986e-23	4143	0.5219198790627362
MALONEY_RESPONSE_TO_17AAG_DN	0.046023787333131526	2.8786055249684947e-23	4144	0.5220458553791887
GO_0046503|glycerolipid catabolic process	0.046030774378508145	2.828236867256528e-23	4145	0.5221718316956412
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.04610770036254267	2.3282763173843345e-23	4146	0.5222978080120937
GO_0002828|regulation of T-helper 2 type immune response	0.04627399728402985	1.5273150323564958e-23	4147	0.5224237843285462
GO_0010829|negative regulation of glucose transport	0.04634161708834767	1.286138467356304e-23	4148	0.5225497606449987
GO_VENTRAL_SPINAL_CORD_INTERNEURON_DIFFERENTIATION	0.04640190551604613	1.1031857596820531e-23	4149	0.5226757369614512
PTEN_DN.V2_DN	0.04647622039135729	9.128256351183132e-24	4150	0.5228017132779037
GO_0035303|regulation of dephosphorylation	0.04660022276785489	6.650238636605196e-24	4151	0.5229276895943563
SMID_BREAST_CANCER_LUMINAL_B_DN	0.046708862935220724	5.035350056405522e-24	4152	0.5230536659108088
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.04672766580950973	4.798358649789131e-24	4153	0.5231796422272613
KYNG_DNA_DAMAGE_BY_4NQO	0.04676951414914778	4.309875998090672e-24	4154	0.5233056185437138
ROZANOV_MMP14_CORRELATED	0.04683674399211246	3.62635320261205e-24	4155	0.5234315948601663
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.04691637835221419	2.9546122293469707e-24	4156	0.5235575711766188
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.046971145641957215	2.565820885170442e-24	4157	0.5236835474930713
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.04701319884301782	2.3021248160471243e-24	4158	0.5238095238095238
MULLIGHAN_NPM1_SIGNATURE_3_DN	0.0470312624190432	2.1972819075742286e-24	4159	0.5239355001259763
GO_0022029|telencephalon cell migration	0.047093030059091594	1.8732999204247012e-24	4160	0.5240614764424288
SCHURINGA_STAT5A_TARGETS_UP	0.047192482154118046	1.4483488476735774e-24	4161	0.5241874527588813
BIOCARTA_IL1R_PATHWAY	0.04725790131744436	1.2224972462295306e-24	4162	0.5243134290753338
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_UP	0.0473610696133967	9.352621474807405e-25	4163	0.5244394053917864
REACTOME_EGFR_DOWNREGULATION	0.04738561353614168	8.774552863238199e-25	4164	0.5245653817082389
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	0.0474302761900777	7.812096233928984e-25	4165	0.5246913580246914
VALK_AML_CLUSTER_15	0.0474924401080912	6.644464288993827e-25	4166	0.5248173343411439
VALK_AML_CLUSTER_8	0.0476876479924061	3.9910504406813957e-25	4167	0.5249433106575964
GO_0021700|developmental maturation	0.04779455288068431	3.0162870925746626e-25	4168	0.5250692869740489
PID_RAC1_REG_PATHWAY	0.047797779999092	2.990868588678126e-25	4169	0.5251952632905014
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.0478242602939646	2.7901646186243982e-25	4170	0.5253212396069539
CASTELLANO_HRAS_TARGETS_UP	0.047828477174703656	2.759460919281715e-25	4171	0.5254472159234064
LIN_MELANOMA_COPY_NUMBER_UP	0.047915038152610154	2.1982966764385325e-25	4172	0.5255731922398589
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.048063589737937326	1.4867078003292398e-25	4173	0.5256991685563114
KEGG_THYROID_CANCER	0.04808896806743523	1.3904483294752865e-25	4174	0.5258251448727639
VALK_AML_WITH_11Q23_REARRANGED	0.04818066838542779	1.0914051644139838e-25	4175	0.5259511211892164
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	0.04820385154967494	1.0265176223972144e-25	4176	0.5260770975056689
BIOCARTA_CK1_PATHWAY	0.048239484035118435	9.341732631450698e-26	4177	0.5262030738221214
BERNARD_PPAPDC1B_TARGETS_UP	0.04826264282374806	8.786253389246194e-26	4178	0.5263290501385739
GO_0002026|regulation of the force of heart contraction	0.048290763860230825	8.155645466594811e-26	4179	0.5264550264550265
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	0.048396580438403704	6.159974371891532e-26	4180	0.526581002771479
LEE_LIVER_CANCER_SURVIVAL_DN	0.048410817571721505	5.931444086019131e-26	4181	0.5267069790879315
GO_0009124|nucleoside monophosphate biosynthetic process	0.048474306114698516	5.0105612911674367e-26	4182	0.526832955404384
GO_0046888|negative regulation of hormone secretion	0.04853881223862356	4.22027318012762e-26	4183	0.5269589317208365
SANA_RESPONSE_TO_IFNG_DN	0.04855866958642747	4.0028828696936083e-26	4184	0.527084908037289
GO_0016575|histone deacetylation	0.04863418580501862	3.2729800158504835e-26	4185	0.5272108843537415
GO_AXON_REGENERATION	0.04883573835246897	1.9095710372890912e-26	4186	0.527336860670194
MANTOVANI_NFKB_TARGETS_DN	0.048924462987504774	1.505291587225329e-26	4187	0.5274628369866465
GO_0000186|activation of MAPKK activity	0.048941756776830575	1.4370150095467952e-26	4188	0.527588813303099
GO_0007320|insemination	0.04902421065113514	1.151457810570821e-26	4189	0.5277147896195515
MOHANKUMAR_TLX1_TARGETS_DN	0.04907619154726889	1.0011760994963925e-26	4190	0.527840765936004
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.04909955513998202	9.401351911203681e-27	4191	0.5279667422524565
VALK_AML_CLUSTER_13	0.049190760485927874	7.352183138012393e-27	4192	0.528092718568909
GO_0045668|negative regulation of osteoblast differentiation	0.04922836318604184	6.642594738022118e-27	4193	0.5282186948853616
GO_0046928|regulation of neurotransmitter secretion	0.04924609580850188	6.331982217840481e-27	4194	0.528344671201814
CSR_LATE_UP.V1_DN	0.04929822957574261	5.4998464940479576e-27	4195	0.5284706475182666
MENSSEN_MYC_TARGETS	0.049329086332281655	5.0594575705737716e-27	4196	0.5285966238347191
GO_0032891|negative regulation of organic acid transport	0.04937418893396675	4.4779859421315005e-27	4197	0.5287226001511716
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE	0.04948517830752674	3.314382956623837e-27	4198	0.5288485764676241
GO_0012502|induction of programmed cell death	0.049486179863070336	3.305385534547774e-27	4199	0.5289745527840766
GO_0015804|neutral amino acid transport	0.04957511662117014	2.5959434427238937e-27	4200	0.5291005291005291
KEGG_HOMOLOGOUS_RECOMBINATION	0.04973495725513429	1.679760678073824e-27	4201	0.5292265054169816
ONGUSAHA_BRCA1_TARGETS_UP	0.049737938430533826	1.6661564089980094e-27	4202	0.5293524817334341
YE_METASTATIC_LIVER_CANCER	0.04978320977308135	1.4725139100115136e-27	4203	0.5294784580498866
REICHERT_MITOSIS_LIN9_TARGETS	0.04979608472101808	1.4216443640206529e-27	4204	0.5296044343663391
GO_0033700|phospholipid efflux	0.04987017222723706	1.16105920596513e-27	4205	0.5297304106827916
SA_B_CELL_RECEPTOR_COMPLEXES	0.04987411905782935	1.148592894805071e-27	4206	0.5298563869992441
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.04988097965676062	1.1272387024090796e-27	4207	0.5299823633156967
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_25	0.049899305027204084	1.0721124182561249e-27	4208	0.5301083396321492
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN	0.04990484288067101	1.055986287988822e-27	4209	0.5302343159486017
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	0.049954181910969626	9.225377483291656e-28	4210	0.5303602922650542
BRUECKNER_TARGETS_OF_MIRLET7A3_DN	0.049971061796003476	8.808406403024225e-28	4211	0.5304862685815067
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_TRANS	0.049971162349044806	8.805979441889333e-28	4212	0.5306122448979592
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN	0.050159059438671126	5.2568864445323265e-28	4213	0.5307382212144117
GO_0042254|ribosome biogenesis	0.05023405683108891	4.276306463941736e-28	4214	0.5308641975308642
CROONQUIST_NRAS_SIGNALING_DN	0.05025727165651146	4.011330739935835e-28	4215	0.5309901738473167
IVANOV_MUTATED_IN_COLON_CANCER	0.050279973272694026	3.76799189478478e-28	4216	0.5311161501637692
SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN	0.050338294184532915	3.207982933852782e-28	4217	0.5312421264802217
GO_0002700|regulation of production of molecular mediator of immune response	0.050356391908395005	3.051628904534828e-28	4218	0.5313681027966742
MATZUK_SPERMATOGONIA	0.05042631882998092	2.5154299201052485e-28	4219	0.5314940791131267
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.05050533789114788	2.02135372153633e-28	4220	0.5316200554295792
GO_0034375|high-density lipoprotein particle remodeling	0.05053909708455442	1.840871760082068e-28	4221	0.5317460317460317
MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	0.05060954439116719	1.514172214579516e-28	4222	0.5318720080624842
GO_0002720|positive regulation of cytokine production during immune response	0.0506404048623699	1.389854542768704e-28	4223	0.5319979843789368
BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN	0.050788857187116246	9.197682986357236e-29	4224	0.5321239606953893
BIOCARTA_EPO_PATHWAY	0.05088571466847795	7.021338277247988e-29	4225	0.5322499370118418
GO_0008285|negative regulation of cell proliferation	0.05090268304833799	6.696604847961253e-29	4226	0.5323759133282943
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.05102408092494722	4.770076919024107e-29	4227	0.5325018896447468
BIOCARTA_FCER1_PATHWAY	0.05104530375639896	4.495039118696736e-29	4228	0.5326278659611993
MANTOVANI_NFKB_TARGETS_UP	0.05106438116418502	4.2612773854541427e-29	4229	0.5327538422776518
PID_RXR_VDR_PATHWAY	0.0510688594731624	4.208176846286715e-29	4230	0.5328798185941043
JIANG_HYPOXIA_CANCER	0.05108110176879322	4.0663465688788774e-29	4231	0.5330057949105568
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.05123216218708253	2.661871794224327e-29	4232	0.5331317712270093
NIKOLSKY_BREAST_CANCER_22Q13_AMPLICON	0.051318449323270315	2.0884925493374895e-29	4233	0.5332577475434618
BERENJENO_TRANSFORMED_BY_RHOA_UP	0.05137685727060609	1.771816133133466e-29	4234	0.5333837238599143
PID_CXCR3_PATHWAY	0.0514629616099667	1.3899321244792967e-29	4235	0.5335097001763669
GO_0051318|G1 phase	0.05162133489088314	8.884359624898272e-30	4236	0.5336356764928194
GO_0032526|response to retinoic acid	0.05166942686592232	7.753304156480451e-30	4237	0.5337616528092719
BIOCARTA_SRCRPTP_PATHWAY	0.051686503373780265	7.387108558103327e-30	4238	0.5338876291257244
PID_HDAC_CLASSIII_PATHWAY	0.05169468092756261	7.217880829297679e-30	4239	0.5340136054421769
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	0.0516965763639095	7.179209315934349e-30	4240	0.5341395817586294
GO_FOREBRAIN_NEURON_FATE_COMMITMENT	0.05188771918624937	4.172181757173629e-30	4241	0.5342655580750819
ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_UP	0.05191988618134132	3.8072439064753874e-30	4242	0.5343915343915344
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	0.05193417887833357	3.655440328039845e-30	4243	0.5345175107079869
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	0.0519660519448945	3.338224570375626e-30	4244	0.5346434870244394
WHITFIELD_CELL_CYCLE_G2	0.052158682868868954	1.9263596579616924e-30	4245	0.5347694633408919
GO_0017145|stem cell division	0.05216049548366321	1.9164008764292763e-30	4246	0.5348954396573444
REACTOME_DNA_REPLICATION	0.05220681399332841	1.678567921961957e-30	4247	0.5350214159737969
KEGG_ETHER_LIPID_METABOLISM	0.052208652524164505	1.6697583735979498e-30	4248	0.5351473922902494
GO_0001938|positive regulation of endothelial cell proliferation	0.05228355809925686	1.3473433188381424e-30	4249	0.5352733686067019
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	0.05236326213871691	1.0719844835024343e-30	4250	0.5353993449231544
